ID;Saran
4906;sehat selalu pak!
4907;baik
4908;be better
4909;tidak ada
4910;Yes
4911;Terimakasih pak
4912;Tidak ada
4913;Dosen menjelaskan dengan jelas hanya saja untuk komunikasi terlalu slow respon
4914;tidak ada saran...
4915;terimakasih banyak pak
4916;Mantap
4917; 
4918; 
4919;Terima kasih pak atas pengajaran 1 semester ini.. 
4920;.
4921;Terima kasih pak
4922;makasih bgt loh :)
4923;Salam BudiLuhur..
4924;Dosen kurang responsive ketika dihubungi
4925;Tidak ada kritik dan saran 
4926;...
4927;.
4928;Ramah dan profesional
4929; 
4930;Terimahkasih pak
4931;baik
4932;semoga kedepannya lebih baik lagi.
4933;ketika kuliah online terlalu cepat dalam menjelaskan 
4934;terimakasih
4935;"videonya sangat membantu dalam mengerjakan tugas2<br />
"
4936;sangat baik
4937;Baik
4938;Agar lebih baik lagi baik dalam pengajaran 
4939;Semoga lebih baik
4940;Terima kasih pak
4941;Terimakasih
4942;baik
4943;TIDAK ADA KRITIK
4944;Baik
4945;Terima kasih atas pembelajarannya. Saya tidak ada saran buat bapak, dikaranakan bapak mengajarkannya dapat dimengerti bagi saya apa lagi ada video dan rekaman meet yang membuat saya bisa lihat berulang-ulang bila saya tidak mengerti
4946;"Mohon mengerti mahasiswa nya pak masalah daring, di ar ini kan menggunakan unity dan gk semua mahasiswa/i memiliki laptop/pc dengan spek bagus pak, dan di kampus pun lab gk ada unity <br />
Itu saja dari saya"
4947;Semoga kedepannya tidak melihat dr satu atau beberapa mahasiswa pak
4948;Semoga semakin sukses pak!
4949;  
4950;Good
4951;Terimakasih banyak
4952;-
4953;Kureng
4954; 
4955;Terima kasih Pak
4956;Lebih baik lagi
4957;Baik
4958;Baik
4959;Terimakaaih untuk semesternya
4960;Semoga bisa lebih baik lagi didepannya, lebih memperhatikan bagaimana para kondisi mahasiswanya.
4961;Terimakasih pak atas ilmunya
4962;Semoga lebih dapat meluangkan waktu pada saat kelas
4963;Baik
4964;Baik
4965;baik
4966;Bapak sudah sangat bagus dalam mengajar dan memotivasi mahasiswa supaya menjadi orang yang jujur , bijaksana dan menjadi orang yang sukses.
4967;Baik
4968;tidak ada
4969;-
4970;Menurut saya cara dosen mengajar cukup baik
4971;penjelasannya sudah cukup baik
4972;Kurangnya perhatian dan tanggung jawab kepada siswanya. Dan tidak kejelasan absen
4973;Terima kasih banyak pak atas ilmunya yang bapak berikan dalam 1 semester ini
4974;Baik
4975;  
4976;"baik<br />
"
4977;Terimakasih pak atas ilmu dan dedikasi yang diberikan kepada saya, saya sungguh memotivasi saya untuk berproses dengan berusaha menjadi yang terbaik, lebih baik lagi dari sebelumnya, bahkan menjadi orang baik.
4978;Sip
4979;-
4980;Sangat bagus
4981;Tidak Ada
4982;Tidak ada
4983;tidak ada kritik atau saran
4984;Tidak ada saran, dan terima kasih untuk 1 semesterya pak kukuh
4985;Cukup
4986;"Tidak ada Kritik <br />
"
4987;Sudah cukup baik
4988;pak kukuh keren
4989;Semoga lebih baik lagi kedepannya dalam segala aspek, aamiin
4990;tidak ada
4991;-
4992;Baik
4993;Ok
4994;good
4995;. 
4996;"Terimakasih 1semesternya pak<br />
"
4997;Makasih pk
4998;ok
4999;terimakasih
5000;Baik dalam mengajar
5001;Baik
5002; 
5003;terimakasih pak sudah mengajarkan ilmunya, semoga lebih baik kedepannya
5004;Baii
5005;sudah bagus
5006;bagus
5007;Semoga Kedepannya Menjadi Lebih Baik
5008; 
5009;  
5010;.
5011;sangat baik
5012;"mantap<br />
"
5013;. 
5014;lebih detail lagi
5015;terimakasih ibu
5016;ya
5017;tida ada
5018;Bu kasi nilai ke mahasiwa yg bagus bu biar saya doain yg baik baik . sehat selalu bu
5019;Semoga menjadi pribadi yang lebih baik lagi
5020;Terimakasih untuk pembelajarannya
5021;Baik
5022;baik
5023;terima kasih ibu telah mengajarkan saya, cukup baikk
5024;semoga kedepannya lebih baik lagi
5025;makasih
5026;sudah baik dapat ditingkatkan
5027;Kurang menarik dalam sistem perkuliahan yang dilakukannya, namun matkul yang disampaikan sedikit mengerti dalam hal pembelajaran.
5028;pendidikan matakuliah sangat baik
5029;Bagus
5030;.
5031;Bagi saya dosen mengajar dengan baik,  mohon agar selalu bisa tetap seperti itu dan lebih meningkat dalam mempersiapkan materi
5032;"Terimakasih Bu<br />
"
5033;terimakasih, semoga kedepannya lebih baik lagi
5034;terlalu cepat dalam memberikan materi
5035;Bagus
5036;Terima kasih ibu atas pengajaran 1 semester nya
5037;Sudah cukup baik dalam mengajar, semoga semakin lebih baik untuk kedepannya.
5038;2
5039;.
5040;Dosen mata kuliah mobile programming benar benar sangat baik dalam penyampaian materi secara teori maupun praktek, sehingga mahasiswa mudah untuk mengerjakan tugas tugas yang diberikan
5041;Sehat selalu bu
5042;membuat video pembelajaran
5043;sudah baik
5044;Sudah sangat baik Bu
5045;Terimakasih bu¿¿¿¿
5046;Terima kasih bu
5047;Terima kasih Bu dalam pengajaran semester ini
5048;Lebih baik lagi kedepannya
5049;tidak ada
5050;Agar menjadi dosen yang lebih baik lagi dalam mengajar
5051;terima kasih bimbingannya dalam satu semester ini, semoga kedepannya lebih baik lagi
5052;semoga kedepannya lebih baik lagi bu
5053;Proses pembelajaran nya cukup bagus
5054;baik
5055;tolong untuk ibu dan bapak dosen lebih aware lagi terhadap siswanya karena saya sangat merasa tidak diperhatikan sehingga tidak dapat mengikuti pelajaran yang diberikan dikarenakan semua pertanyaan saya tidak di tanggapi terima kasih
5056;Terimakasih bu Desi atas pengajaran perkuliahan selama satu semester ini, mohon maaf apabila ada kesalahan kata maupun perbuatan saya¿¿¿¿¿¿¿¿
5057;Terima kasih atas pelajaran yang sudah di berikan kepada kami,  dan semoga sukses selalu
5058;terima kasih telah memberikan materi selama 16 pertemuan ini Bu Desi
5059;Untuk kritik tidak ada karena pembelajaranya asik 
5060;"bu desi dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan.<br />
<br />
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik"
5061; 
5062;menurut saya bu desi baik dalam mengajar dan mendidik mahasiswa menjadi lebih baik lagi
5063;Baik
5064;semoga lebih baik lagi pengajarannya
5065;Dosen dapat membantu mahasiswa dengan baik
5066;tidak adaa
5067;dosen yang tepat waktu dan menyampaikan dengan detail materi yang ia kasih
5068;-
5069;Terurang kurang memahami karena suaranya yang kecil saat zoom meeting
5070;Trimakasih atas pembelajaran nya selama satu semester
5071;sangat peduli terhadap murid-muridnya jika ada tugas yang salah selalu diingatkan dan selalu memberi arahan yang baik
5072;lumayan sangat bgus
5073;lebih giat ngajarnya
5074;Bagus
5075;Baik
5076;Penyampaiannya materinya cukup baik
5077;dosen sangat baik dalam mengajar mahasiswa
5078;sudah baik dan cukup
5079;baik
5080;Mahasiswa bisa mandiri dalam hal membahas materi pelajaran krn sebelumnya telah diberikan tugas, Penjelasan beliau mengenai materi itu singkat tapi mudah dipahami.
5081;Terima kasih bu Desi, bu Desi sudah sangat baik mengajar kami.
5082;sangat baik
5083;Sangat Baik
5084;Baik
5085;sering gangguan ketika meet atau zoom
5086;materi yang di berikan cukup mudah di pahami
5087;batas absen nya terlalu cepat 
5088;Diharapkan bisa dipertahankan kualitas ngajarnya¿¿¿¿
5089;Saran : alangkah baiknya bu dosen melakukan persiapan vcon lebih awal supaya jam mata kuliah ibu tidak telat
5090;Sudah baik dalam mengajar dan memberikan penjelasan kepada mahasiswa
5091;Good
5092;semoga selalu tetap istiqomah 
5093;baik
5094;-
5095;Terima kasih untuk semester ini pak
5096;Memberikan penjelasan yang mudah dimengerti
5097;Good
5098;terimakasih
5099;Cara mengajar dari bapak dosen sangat baik
5100;tidak ada
5101;.
5102;Sudah sangat baik
5103;.
5104;Cukup baik dalam mengajar
5105;Terima kasih 
5106;terimakasih pak sudah mengajarkan ilmunya, semoga lebih baik kedepannya
5107;Gg
5108;.
5109;Baik
5110;Baik
5111;good
5112;Baik
5113;BAIK
5114;Terimakasih Banyak Pak atas ilmunya
5115;Semoga lebih baik lagi
5116;Dosen yang sangat memerhatikan mahasiswa
5117;Cukup
5118;Penyampaian materi cukup jelas 
5119;baik 
5120;Baik
5121;tidak ada
5122;Sehat Sehat Pak
5123;"Terima kasih pengajaran bapak<br />
Semoga karirnya semakin sukses dalam pengajaran¿¿¿¿"
5124;baik
5125;Terima kasih banyak untuk ilmu yang diajarkan dan ilmu yang disampaikan mudah dimengerti.
5126;ya ndak tau kok tanya saya
5127;cara mengajar dosen baik dan mudah dipahami
5128;Terima kasih pak
5129;terima kasih
5130;pengajaran yang seru dan santai, namun ketika kuliah online suara kurang terdengar mungkin di karenakan menggunakan masker
5131;.
5132;baik
5133;Dosen asik dan aktif
5134;tidak ada
5135;Pertahankan cara mengajar ke mahasiswa, karena menyampaikan materi sangat jelas dan detail
5136;Good
5137;Baik
5138;Terima kasih pak jeremy yang sudah mengajar kelas arsitektur komputer. Semoga sehat selalu, dan selalu sabar saat mengajar
5139;Terimakasih atas 1 semesternya dan ilmu yang telah berikan semoga ilmu yang diberikan dapat berguna dikemudian hari nanti. Terimakasih banyak 
5140;Semoga lebih baik
5141;Baik
5142;Baik
5143;Terima kasih
5144;Tidak ada
5145;"cara mengajarnya asik dan mudah dipahami, semoga kedepannya lebih baik lagi<br />
"
5146;Sudah jelas dalam menyampaikan materi, Terimakasih Pak
5147;Menurut saya dosennya sangat baik
5148;sangat baik
5149;Baik
5150;mantap terus ditingkatkan
5151;thx
5152;Terima kasih pak sudah mengajar dan membimbing dengan baik semoga bapa sehat sehat
5153;Baik
5154;Terima kasih pak
5155;Alhamdulillah
5156;oke
5157;Naik
5158;mantap dosennya
5159;.
5160;Semoga selanjutnya bisa lebih baik lagi
5161; 
5162;terima kasih
5163;terimakasih pak harap lebih baik lagi dalam mengajar 
5164;Oke sangat bersahabat
5165;Tidak ada.
5166;Ggwp
5167;cukup baik
5168;baik
5169;Sehat selalu
5170;Baik
5171;Overall baik
5172;arigatou
5173;Terima kasih pak, sehat selalu
5174;Tidak Ada
5175;Keep spirit
5176;terimakasih ilmunya pak
5177;Memang ada kendala saat saya mengambil mata kuliah ini, diantaranya dosen tidak bisa maksimal dalam penyampaian materi lewat vcon. Tetapi alasannya bisa diterima, semoga dosen pengajar dan keluarga diberikan kesehatan.
5178;terimakasih
5179;terimakasih 
5180;Tidak ada
5181;baik
5182;proses belajar mengajar berjalan dengan baik
5183;Good
5184;Tidak ada saran, dosen nya asik
5185;baik
5186;Baik
5187;tidak ada
5188;Baik
5189;Tidak ada
5190;.
5191;baik
5192;Semangat pak
5193;Baik
5194;baik
5195; 
5196;baik
5197;Ya
5198;Terimakasih pak
5199;semoga lebih baik
5200;Tidak ada kritik dan saran
5201;baik
5202;.
5203;Semangatnya dipertahankan ya Pak
5204;lebih baik kedepanya
5205;Sangat baik
5206;tidak ada saran dari saya,terimakasih atas ilmu yang di berikan
5207;Tidak ada
5208;baik
5209;Sangat baik
5210;Terima kasih atas pengajarannya di semester ini ¿¿¿¿
5211;Terima kasih
5212;tetap jadi dosen yang asik
5213;Dosennya asik
5214;semoga bisa lebih baik lagi
5215;terima kasih banyak untuk bimbingannya pak
5216;mantap bener ini
5217;Sangat Baik
5218;Terimakasih pak
5219;.
5220;Semoga lebih baik lagi
5221;Sudah sangat baik, tapi jika ditambah lagi pasti akan semakin baik lagi.
5222;Pak Devit sudah sangat bagus dalam mengajar dan memotivasi mahasiswa supaya menjadi orang jujur, bijaksana dan menjadi orang sukses
5223;ketepatan waktu kehadiran dosen dalam perkuliahan,  etika dosen dalam berinteraksi dengan mahasiswa dalam perkuliahan 
5224;Sudah sangat baik tapi jika ditambah lagi pasti akan lebih dari sangat baik lagi
5225;Untuk saat ini tidak ada Terimakasih
5226;Tidak ada kritik dan saran, pak Devit the best pokoknya
5227;Saat ini tidak ada
5228;kedepan agar lebih banyak melakukan praktik diluar modul pembelajaran yang sekaligus ini dapat menjadi bahan referensi bagi mahasiswa dalam mengembangkan skill dalam bahasa pemrograman
5229;Sudah sangat bagus, tetap pertahankan
5230;Menurut saya sangat baik
5231;Untuk saat ini tidak ada, terimakasih
5232;"Dosen yang terbilang sangat ramah, namun cukup sulit untuk menanyakan materi yang sebelumnya disampaikan(jika lupa)<br />
Lewat japri"
5233;Selama 1 semester ini bapak devit sudah melakukan pembelajaran yang sangat baik dan efektif 
5234;Terimakasih pak
5235;terima kasih
5236;lebih di tingkatkan lagi
5237;Sangat baik
5238;penjelasan materi yang diberikan baik, tegas dan responsif 
5239;terimakasih, Tetap semangat dan sukses selalu pa
5240;Terimakasih
5241;menurut saya dosen ini sangat kompeten dan juga sangat aktif dalam proses mengajar serta saya juga enjoy dengan gaya belajar beliau
5242;Tidak ada
5243;aman pak
5244;Menurut saya, cara mengajar dosennya sangat baik, dan selalu tepat waktu. 
5245;saya sangat menyukai pemograman 
5246;terima kasih pak atas pelajarannya yang sudah di berikan selama 1 semester ini
5247;Terima Kasih banyak Pak Devit, Semoga sehat selalu agar bisa lebih maksimal 
5248;"semoga ke depan nya lebih baik lagi.<br />
<br />
70"
5249;Untuk Selebihnya baik dan mudah dipahami.
5250;pak devit sangat baik ketika mengajarkan atau membawa pembelajaran sehingga mudah dipahami
5251;Jadilah yang terbaik
5252;Gk pernah ada Vicon...
5253;lebih baik klo dibuat grup whatsapp kelas
5254;.
5255;Saya harap kedepan bapak bisa lebih lagi berinteraksi dengan mahasiswa
5256;Tidak ada
5257;Klo ngajar yg bener pak, masa gaada google meet/zoom, grup WA juga tidak ada, bagaimana kita mau pintar
5258; 
5259;Terimakasih banyak pak untuk ilmunya, tapi saran untuk perkuliahan kali ini kurang nya pertemuan via meet atau ptm pak sedengakan saya masih kurang paham untuk penjelasan materi video yang bapak berikan.
5260;Terimakasih Pak atas bimbingan mata kuliah Mobile Programming, semoga ilmu yang kami terima dapat berguna untuk masa yang akan datang. Semoga kedepannya bisa semakin lebih baik lagi
5261;baik
5262;Tidak ada
5263;tidak pernah mengajar dan tidak memberi modul, hanya video dalam bahasa inggris
5264;".<br />
"
5265;Terimakasih
5266;Diharapkan kedepannya dosen bisa memberikan pengajaran secara lebih baik lagi
5267;sdfg
5268;sangat baik
5269;Baik
5270;Good
5271; 
5272;lebih detail lagi
5273;Terima kasih bapak atau ibu yang telah memberikan tugas atau materi materi yang di sampaikan
5274;Terimakasih.
5275;ok
5276; 
5277;Terima kasih bu
5278;Sudah Baik dalam mengajar.
5279;-
5280;-
5281;sudah cukup
5282;baik
5283;Terima kasih
5284;Tidak ada
5285;lebih semangat dalam mengajar, ajak mahasiswa untuk berdiskusi
5286;"saya merasa sangat baik untuk pengajaranya<br />
"
5287;.
5288;Baik
5289;Baik
5290;Tidak ada
5291;Baik
5292;Terima kasih banyak bu, tetap sehat dan semangat selalu ya
5293;.
5294;Semoga lebih baik lagi
5295;Baik
5296;baik
5297;Baik
5298;Lebih baik lagi kedepannya
5299;-
5300;Baik dalam proses mengajar namun harus ditingkatkan lagi semangat dalam memberikan pengajaran.
5301;Terimakasih bu.
5302;Terima kasih
5303;Cukup
5304;baik
5305;Terima kasih Bu atas 1 semester nya
5306;baik
5307; 
5308;Baik
5309;baik
5310;terimankasih buu
5311;y
5312;Cukup
5313;Baik
5314;semoga kedepannya lebih baik lagi dalam segala aspek
5315;Lebih Ditingkatkan
5316;terimakasih untuk 1 semesternya
5317;"terimakasih bu atas 1 semester ini<br />
"
5318;Alhamdulillah
5319;mayan
5320;Terimakasih
5321;Baik
5322;Cukup
5323; 
5324;Tidak Ada
5325;Sangat baik
5326;ok
5327;Terima kasih
5328;baik
5329;lebih baik
5330;tidak ada saran dari saya,terimakasih atas ilmu yang di berikan
5331;baik
5332;Tidak ada saran, dan terima kasih buu sudah membimbing di semester ini
5333;Baik
5334;Cukup
5335;terimakasih bu
5336;  
5337;Trimakasi bu
5338;.
5339;terimakasih
5340;Good
5341;sangat kurang
5342;oke
5343;Trimakasih menjadi yang terbaik
5344;  
5345;-
5346;tidak ada
5347;Sangat baik
5348;terimakasih pa
5349;.
5350;terimakasih pak
5351;Baik
5352;terimakasih pa
5353;Semangat ngajarnya pak
5354;Mntp
5355;Cukup
5356;Sudah sangat bagus 
5357;baik
5358;Baik
5359;Ramah
5360;"Terimakasih pak<br />
"
5361;Semoga lebih baik untuk kedepannya
5362;Sangat baik
5363;Ok
5364;cukup
5365;Perkuliahan berjalan baik, hanya saja kurang dalma pertemun zoom meeting
5366;cool
5367;Terimakasih pak
5368;Baik
5369;The best
5370;terimakasih untuk 1 semester nya pa
5371;Bagus
5372;Tidak ada.
5373;Baik
5374;"diharapkan untuk kedepannya lebih baik<br />
"
5375;Semoga sehat selalu pak
5376;sangat  baik pak zaqi, materinya dapat dipahami 
5377;baik
5378;Sehat selalu pak
5379;Lebih Ditingkatkan
5380;-
5381; 
5382;Terima kasih sudah mengajar pemrograman kecerdasan tiruan di kelompok AE, semoga bapak di beri kesehatan selalu
5383;Terimakasih atas ilmunya pada semester lalu
5384;.
5385;Bapak kemana
5386;Bapak kemana?
5387;Tidak ada
5388;-
5389;baik
5390;baik
5391;Baik
5392;Mohon maaf pak saya tidak mengerti dengan elearning di mata kuliah bapak karena tidak tertata dan juga bapak jarang vicon dan hadir terkadang saya bingung bapak kemana
5393;agar menjadi dosen yang lebih baik lagi dalam mengajar dan menjelaskan materi
5394;"Sangat baik dalam proses belajar mengajar memberikan materi<br />
"
5395;kritik: pada saat sebelum uts masih bingung dengan materi yang ingin disampaikan kepada mahasiswa, tetapi setelah di rapatkan dengan dosen pkt lainnya materi menjadi lebih jelas ke arah mananya.
5396;baik
5397;Semua sudah sesuai hanya saja kebetulan belakangan ini terjadi beberapa kendala, semoga pak Zaqi di lancarkan segala urusannya, aamiin.
5398;Sangat baik dalam menyampaikan materi
5399;Cukup
5400;Salam BudiLuhur
5401;Perbaiki elearningnya
5402;Semangat trus 
5403;.
5404;Tetap semangat pak
5405;lebih baik
5406;Elearning nya lebih di upgrade lagi, dari segi tugas, presensi, materi
5407;baik
5408;cukup
5409;Dosen jarang hadir. Bahkan e-learning sampai pertemuan uts pun masih berantakan (mata kuliah lain). Kedepannya saya harap dosen bisa lebih profesional
5410;Baik
5411;arigatou
5412;tidak ada kritik dan saran
5413;Terimakasih
5414;Ya
5415;-
5416;Terimakasih pak
5417;Thanku
5418;Jarang melakukan vidcon tidak sesuai dengan peraturan yang di mana minimal 4x melakukan vidcon
5419;-
5420; 
5421;makasih
5422;.
5423;Ramah dan profesional, pembelajarannya sangat mudah dipahami
5424;Terima kasih banyak pak ilmunya 
5425;Selalu menjadi dosen terbaik.God Bless.
5426;Lebih semangat lagi ya Pak
5427;A
5428;.
5429;mantap pak
5430;-
5431;Terimakasih pak¿¿¿¿
5432;Sudah cukup baik dalam mengajar, semoga semakin lebih baik untuk kedepannya.
5433;-
5434;kurang
5435;Di pertahankan bu dalam hal mengajarnya 
5436;Baik
5437;Baik
5438;Sangat Baik
5439;Baik
5440;Terima kasih bu
5441;Mantap bu
5442;Terimakasih ibu
5443;Terimakasih bu Semoga ilmu ya bermanfaat
5444;. 
5445;terimakasih ibu
5446;Oke
5447;baik
5448;Terima kasih atas pembelajarannya
5449;Terimakasih banyak ibu, atas ilmunya
5450;Baik
5451;Baik
5452;Terima kasih
5453;Sehat selalu bu
5454;Semoga sukses selalu untuk karirnya.
5455;menurut saya sudah cukup baik. tetapi, ketika menjelaskan materi terlalu luas sehingga sulit mendapatkan inti dari materi pertemuan tersebut
5456;Mantap
5457;Baik
5458;terima kasih bu
5459;Menjelaskan dengan baik
5460;Baik
5461;Baik
5462;.
5463;-
5464;Good
5465;baik
5466;Baik
5467;baik
5468;Terimakasih Pak
5469;Sudah jelas dalam menyampaikan materi, Terimakasih Pak
5470;Terima kasih pak atas nilai nya, dan selama mengajar
5471;Terima kasih banyak pak atas nilai nya
5472;B
5473;Baik
5474;Baik
5475;sip mantap
5476;etc
5477;.
5478;Terima kasih pak
5479;baik
5480;pak kalo bisa kalo tugas gak sama gak usah di tanya pak kan mahasiswa juga belajar pencari informasi dari iternet walaupu tidak sama juga 
5481;Terima kasih pak, sehat selalu
5482;bagus
5483;Terima kasih untuk semester ini pak
5484; 
5485;"Salam Budi Luhur<br />
"
5486;makasih
5487;Semoga lebih baik lagi pak¿¿¿¿
5488;"makasih<br />
"
5489;baik
5490;Baik
5491;baik
5492;Terima kasih
5493;terimakasih 
5494;Sehat selalu ya pak...
5495;Pertahankan cara mengajar ke mahasiswa, karena menyampaikan materi sangat jelas dan detail
5496;Semoga saya lulus
5497;Baik
5498;4
5499;Ya
5500;Saya sudah memberikan surat izin tidak mengikuti kuliah tetapi absen Alpha semua
5501;baik dalam mengajarkan materi
5502;tidak ada saran dari saya,terimakasih atas ilmu yang di berikan
5503;Terima kasih atas pembelajarannya pada 1 semester ini
5504;Terimakasih pak
5505;kurang
5506;Baik
5507;-
5508;Baik
5509;Bismillah!!!
5510;-
5511;terimakasih pa
5512;Sudah cukup baik dalam mengajar, semoga semakin lebih baik untuk kedepannya.
5513;terimakasih pa
5514;Baik
5515;baik
5516;Terimakasih banyak pak
5517;baikk
5518;Baik
5519;semangat pak
5520;Good
5521;Sangat baik
5522;Semoga lebih baik lagi
5523;Baik
5524;Salam Budiluhur
5525;Tidak ada
5526;Baik
5527;Thanku
5528;"baik<br />
"
5529;-
5530;Semoga sukses selalu
5531;Terima kasih Pak Dani¿¿¿¿¿¿¿¿
5532;Cukup baik
5533; 
5534;Mungkin untuk mata kuliah ini bisa menggunakan teknologi yang banyak digunakan industri. Tapi cara penjelasan dan penyampaian dosen bisa dipahami. Terima kasih pak, semoga selalu diberkahi oleh-Nya.
5535;-
5536;Baik
5537;Tidak ada
5538;Materi yang di sampai kepada mahasiswanya, kurang dapat di terima mahasiswa. Mungkin dari segi pemahaman materi lebih dapat di tingkatkan lagi agar dapat sampai kemahasiswa lebih baik lagi, ketepatan waktu bagus, interaksi dengan mahasiswa bagus 
5539;Mantap
5540;Mantap pak, tetap menjadi pak hadidtyo yg saya kenal, bapak ngajarnya enak bngt
5541;Semoga sehat selalu Pak agar bisa selalu memberikan ilmu yang bermanfaat untuk mahasiswa dan mahasiswi Universitas Budi Luhur
5542;"terima kasih pak<br />
"
5543;Terima kasih pak atas ilmunya pada 1 semester ini, semoga kita bertemu kembali dengan mata kuliah yang akan datang :)
5544;4
5545;tidak ada kritik mau pun sara , dosen sudah cukup baik
5546;Tidak ada
5547;Blom
5548;Sangat baik
5549;Baik
5550;terima kasih pa wardani, ya walaupun kita belum pernah offline tapi bapa mengajarnya mantappp
5551;cara menyampaikan materi nya sangat baik
5552;Terimakasih
5553;baik
5554;Baik
5555;-
5556;Terimakasih pak
5557;Baik
5558;Baik 
5559;saya sangat berterima kasih untuk satu semesternya pak semangat terus pak mengajarnya
5560;baik
5561;.
5562;Jos pokokmen
5563;Semoga jadj lebih baik lagi
5564;Baik
5565;terimakasih pak
5566;ya
5567;.
5568;Baik
5569; 
5570;saya suka dosen nya ngertiin keadaan anak2 dan ga kaku
5571;terima kasih pak
5572;tidak ada
5573;Jadilah yang terbaik buat mahasiswa 
5574;baik
5575;Baik
5576;Baik
5577;Baik
5578;Baik
5579;Baik
5580;tugas nya sih jarang bu tapi sekali nya ada tugas susah haha, tapi mantap semoga sehat selalu bu
5581;Terima kasih untuk semester ini pak
5582;Salam BudiLuhur
5583;semoga kedepan nya lebih baik lagi 
5584;sudah bagus, dan semoga kedepannya makin bagus lagi
5585;sudah bagus, dan semoga kedepannya makin bagus lagi
5586;baik
5587;baik
5588;Baik
5589;Baik
5590;baik
5591;Tidak ada
5592;.
5593;Terimakasih ilmunya satu semester ini
5594;Tidak ada
5595;terimakasih 
5596;cukup
5597;.
5598;Thanku
5599;Baik
5600;Baik
5601;Terima kasih
5602;Sangat baik
5603;Sangat baik
5604;Tidak ada
5605;Tidak ada
5606;Sudah baik
5607;baik
5608;baik
5609;Semoga bapak sehat selalu agar bisa terus memberikan ilmu yang bermanfaat untuk mahasiswa dan mahasiswi di Universitas Budi Luhur
5610;K
5611;Terimakasih Banyak Pak
5612;Terimakasih Banyak Pak
5613;baik
5614;Trimqkasih pak
5615;Sangat Baik
5616;Sangat Baik
5617;baik
5618;Baik
5619;"Terimakasih pak<br />
"
5620;Tidak ada
5621;Pertahankan cara mengajar ke mahasiswa, karena menyampaikan materi sangat jelas dan detail
5622;Lebih baik lagi
5623;Lebih baik lagi
5624;Good
5625;Peace
5626;-
5627;baik
5628;Perbanyak  meet dengan mahasisea
5629;Perbanyak meet agar mahasiswa dapat memahami presentasi pada ppt
5630;Ya
5631;Ya
5632;Terimakasih pak
5633;Oke
5634;Baik
5635;Terimakasi banyak pak atas ilmunya yg telah diberikan
5636;Semangatnya di pertahankan Pak
5637;Semoga lebih baik lagi
5638;.
5639;baik
5640;mantap
5641;Ramah
5642;Baik
5643;Semoga lebih baik untuk kedepannya
5644;bagus
5645;Baik
5646;Baik
5647;tidak ada
5648;Salam sehat pakk
5649;.
5650;.
5651;cukup sulit
5652;terimakasih pa
5653;Terimakasih pak
5654;Cukup
5655;.
5656;sudah baik
5657;-
5658;semoga bisa lebih baik lagi
5659;Dhsh
5660;terimakasih
5661;4
5662; 
5663; 
5664;Tidak ada
5665;terimakasih pa
5666;terimakasih pa
5667;Fg
5668;Semoga jadi lebih baik lagi
5669;-
5670;bagus
5671;Terimakasih Banyak Pak atas ilmunya
5672;terimakasih pa
5673;Terimakasih pak¿¿¿¿
5674;terimakasih bu
5675;baik
5676;-
5677;cukup
5678;Semoga bisa lebih baik lagi
5679;Terima kasih ibu, semoga sehat selalu.
5680;Bu indah sangat baik dalam penyampaian materinya...dan sering juga mengadakan conference
5681;Semoga bisa lebih baik lagi
5682;Semoga kedepannya lebih baik lagi
5683;Baik dan cara menjelaskan materinya bagus
5684;Terima kasih
5685;Semoga kedpannya lebih baik
5686;Semangat terus, terus menjadi yang lebih baik 
5687;terima kasih buu 
5688;Terimaa kasih
5689;baik
5690;baik
5691;baik
5692;Ramah
5693;terimakasih ibu
5694;Baik, bagus, dan mudah di pahami
5695;Sangat baik
5696;Sehat sehat bu
5697;-
5698;terimakasih bu
5699;kurang gmeet
5700;Salam Sehat ibu
5701;sudah baik
5702;Sudah bagus dalam mengajar
5703;Baik
5704;Sudah bagus dalam mengajar
5705;baik
5706;Lebih baik lagi kedepannya
5707;Dosen engga ngajar, tolong di evaluasi lagi
5708;Baik
5709;Terima kasih
5710;terimakasih ibu
5711;-
5712;Semoga ibu sehat selalu dan menjadi dosen yang terbaik
5713;Sangat baik
5714;Materi dan pembelaran yang diberikan sangat baik dan mudah dimengerti. Terima kasih
5715;Terimakasih atas semua ilmu nya
5716;Tidak ada
5717;Terimakasih atas 1 semesternya dan ilmu yang diberikan. Terimakasih banyak 
5718;Sudah cukup baik
5719;Cukup
5720;Makasih ya Bu udah ngajarin saya di semester 5
5721;-
5722;Baik
5723;terimakasih 
5724;Sehat selalu ya ibuu....
5725;Semoga lebih baik lagi
5726;Good
5727;baik
5728;ok
5729;Terimakasih bu
5730;BAIK
5731;Sehat selalu bu
5732;Sehat selalu bu
5733;Sudah baik
5734;tidak ada
5735;Semangatnya di pertahankan ya Bu
5736;.
5737;.
5738;-
5739;Tidak ada
5740;Terimakasih banyak atas ilmunya bu . 
5741;Semoga bisa lebih baik lagi dalam memberikan materi perkuliahan
5742;baik, namun kurang pengarahan
5743;gada
5744;-
5745;Terimakasih ibu
5746;tidk ada
5747;Terimakasih ibu
5748;Great
5749;terimakasih ibu atas mengajar kelas online ini selama ini. mudah-mudahan ilmunya bermanfaat bagi saya dan teman-teman
5750;Terima kasih atas pembelajarannya pada 1 semester ini
