created_at,full_text,clean_tweet,stopword_tweet,stemmer_tweet,label_inset,label_senti
2022-05-06 16:06:47,"@hasyimmah Proyeksi beragama adalah akhlak budi pekerti yang luhur, menjunjung tinggi sifat2 dasar humanis, kalau kemudian beragama menghasillkan pola pikir dan tingkah laku sebaliknya, pertanyaannya apakah perlu BERAGAMA???",proyeksi beragama adalah akhlak budi pekerti yang luhur menjunjung tinggi sifat dasar humanis kalau kemudian beragama menghasillkan pola pikir dan tingkah laku sebaliknya pertanyaannya apakah perlu beragama,proyeksi beragama akhlak budi pekerti luhur menjunjung sifat dasar humanis beragama menghasillkan pola pikir tingkah laku pertanyaannya beragama,proyeksi agama akhlak budi pekerti luhur junjung sifat dasar humanis agama menghasillkan pola pikir tingkah laku tanya agama,neg,pos
2022-05-06 08:59:33,@dalamterka Anjay anak budi luhur,anjay anak budi luhur,anjay anak budi luhur,anjay anak budi luhur,neg,neg
2022-05-06 02:54:52,@ApriliaRosela Halo Kak. Rute JAK-51: Taman Kota - Budi Luhur saat ini beroperasi normal. Terima kasih ^Ap,halo kak rute jak taman kota budi luhur saat ini beroperasi normal terima kasih ap,halo kak rute jak taman kota budi luhur beroperasi normal terima kasih ap,halo kak rute jak taman kota budi luhur operasi normal terima kasih ap,pos,neg
2022-05-05 15:23:07,Saya mengajak semua yang masih waras dan punya niat baik untuk melihat bahwa pemilihan pemimpin adalah peristiwa yang paling Syahdu dan paling suci sehingga dasarnya mestilah sesuatu yang agung dan tinggi sesuatu yang luhur dan membuat tenang akal budi.,saya mengajak semua yang masih waras dan punya niat baik untuk melihat bahwa pemilihan pemimpin adalah peristiwa yang paling syahdu dan paling suci sehingga dasarnya mestilah sesuatu yang agung dan tinggi sesuatu yang luhur dan membuat tenang akal budi,mengajak waras niat pemilihan pemimpin peristiwa syahdu suci dasarnya mestilah agung luhur tenang akal budi,ajak waras niat pilih pimpin peristiwa syahdu suci dasar mesti agung luhur tenang akal budi,pos,pos
2022-05-05 09:51:46,@ldii_news @acengkarimullah Siasat budi luhur alias taqiyyah,siasat budi luhur alias taqiyyah,siasat budi luhur alias taqiyyah,siasat budi luhur alias taqiyyah,neg,neg
2022-05-03 15:14:03,@Frzi2110 Malam kak. Jak-51 beroperasi mulai pukul 05:00 WIB hingga pukul 21:00 WIB dari Budi Luhur dan sekitar pukul 22:00 WIB dari Taman Kota. Terima kasih ^RSN,malam kak jak beroperasi mulai pukul wib hingga pukul wib dari budi luhur dan sekitar pukul wib dari taman kota terima kasih rsn,malam kak jak beroperasi budi luhur taman kota terima kasih rsn,malam kak jak operasi budi luhur taman kota terima kasih rsn,pos,neg
2022-05-03 14:39:28,@PT_Transjakarta halo min saya mau nanya Jak 51 jurusan Budi luhur kok belum dateng ya sudah 30 menit gak muncul² angkotnya  Lokasi : Stasiun Taman kota,halo min saya mau nanya jak jurusan budi luhur kok belum dateng ya sudah menit gak muncul² angkotnya lokasi stasiun taman kota,halo min nanya jak jurusan budi luhur dateng menit gak muncul² angkotnya lokasi stasiun taman kota,halo min nanya jak jurus budi luhur dateng menit gak muncul angkotnya lokasi stasiun taman kota,neg,neg
2022-05-03 13:52:11,"Sering bgt kecele lokasi kalo lagi gofood wkwkwk. Kemarin beli tertulis sudimara, gw pikir area jombang&amp sekitar, ternyata ciledug. Sekarang tertulis larangan, ternyata budi luhur hahaha. Kan jauhh yaa keburu lapernya ilang. Yg salah aqu suka lupa bahwa kecamatan itu luazz🙏🤣",sering bgt kecele lokasi kalo lagi gofood wkwkwk kemarin beli tertulis sudimara gw pikir area jombang amp sekitar ternyata ciledug sekarang tertulis larangan ternyata budi luhur hahaha kan jauhh yaa keburu lapernya ilang yg salah aqu suka lupa bahwa kecamatan itu luazz,kecele lokasi gofood wkwkwk beli tertulis sudimara gw pikir area jombang amp ciledug tertulis larangan budi luhur hahaha jauhh yaa keburu lapernya ilang aqu suka lupa kecamatan luazz,kecele lokasi gofood wkwkwk beli tulis sudimara gw pikir area jombang amp ciledug tulis larang budi luhur hahaha jauhh yaa keburu lapernya ilang aqu suka lupa camat luazz,neg,pos
2022-05-03 08:29:08,"@ubaayuuu @atantuyy luhur mksd gua, soalnya kan budi luhur itu kek sikap yg ada di masyarakat scra turun temurun kaya absolut bgt sori td kuota abis takutnya org mikir lain, luhur mksd nya",luhur mksd gua soalnya kan budi luhur itu kek sikap yg ada di masyarakat scra turun temurun kaya absolut bgt sori td kuota abis takutnya org mikir lain luhur mksd nya,luhur mksd budi luhur kek sikap masyarakat scra turun temurun kaya absolut sori td kuota takutnya org mikir luhur mksd,luhur mksd budi luhur kek sikap masyarakat scra turun turun kaya absolut sori td kuota takut org mikir luhur mksd,neg,neg
2022-05-03 02:38:30,"@zulkifl48777634 @democrazymedia @MUIPusat Apaan sih? Elo elo vocalis? Bicaranya di benerin dulu baru bicara, kisah nabi, berarti dalamnya kisah apa? Ya kehidupan nabi sehari2, ya petunjuk, ya budi luhur, ya adab, ya sunah2 nabi dll, misal kisah anda, berarti keseluruhan hidup anda, kisah mencangkup keseluruhan.",apaan sih elo elo vocalis bicaranya di benerin dulu baru bicara kisah nabi berarti dalamnya kisah apa ya kehidupan nabi sehari ya petunjuk ya budi luhur ya adab ya sunah nabi dll misal kisah anda berarti keseluruhan hidup anda kisah mencangkup keseluruhan,vocalis bicaranya benerin bicara kisah nabi dalamnya kisah nabi sehari petunjuk budi luhur adab sunah nabi kisah kisah mencangkup,vocalis bicara benerin bicara kisah nabi dalam kisah nabi hari tunjuk budi luhur adab sunah nabi kisah kisah cangkup,pos,neg
2022-05-02 09:43:10,@inumakiel Lampung ato budi luhur?,lampung ato budi luhur,lampung ato budi luhur,lampung ato budi luhur,neg,neg
2022-05-01 17:04:53,Just posted a photo @ Universitas Budi Luhur https://t.co/Z3ZUuqWRxc,just posted a photo universitas budi luhur https t co z zuuqwrxc,just posted photo universitas budi luhur https t co z zuuqwrxc,just posted photo universitas budi luhur https t co z zuuqwrxc,neg,neg
2022-05-01 17:00:58,@detikcom Harusnya pengajar mempunyai Budi pekerti yang luhur dan moral yg baik sebagai suri tauladan,harusnya pengajar mempunyai budi pekerti yang luhur dan moral yg baik sebagai suri tauladan,pengajar budi pekerti luhur moral suri tauladan,ajar budi pekerti luhur moral suri tauladan,pos,pos
2022-05-01 16:17:40,Selamat Hari Raya Idul Fitri 1443 H Minal Aidin Walfaidzin Mohon maaf Lahir &amp  Batin 🙏,selamat hari raya idul fitri h minal aidin walfaidzin mohon maaf lahir amp batin ,selamat raya idul fitri h minal aidin walfaidzin mohon maaf lahir amp batin,selamat raya idul fitri h mal aidin walfaidzin mohon maaf lahir amp batin,pos,pos
2022-05-01 11:20:16,@linlinggaa Hmmm Budi luhur..nunggu sidang isbat😭,hmmm budi luhur nunggu sidang isbat,hmmm budi luhur nunggu sidang isbat,hmmm budi luhur nunggu sidang isbat,pos,neg
2022-05-01 03:36:28,"Adakah yg tahu apa agama Rektor ITK, Prof. Budi Santoso Purwokartiko? Sekedar penasaran nilai luhur apa yg tertanam dalam dirinya.",adakah yg tahu apa agama rektor itk prof budi santoso purwokartiko sekedar penasaran nilai luhur apa yg tertanam dalam dirinya,adakah agama rektor itk prof budi santoso purwokartiko penasaran nilai luhur tertanam,ada agama rektor itk prof budi santoso purwokartiko penasaran nilai luhur tanam,neg,pos
2022-07-30 13:13:10,"DENPASAR, Kanit Binmas Polsek Dentim IPTU NYM SUJANA didampingi para Panit Binmas dan Bhabinkamtibas  Kel Dangin Puri AIPTU NYM YOGA SEMADI menyerahkan  sarana kontak (sarkon) kepada Taruna-teruni STT Kerta Budi Luhur Br. Kayumas Ds Dangin Puri, 30/7 sore https://t.co/xexzHF0Y2S",denpasar kanit binmas polsek dentim iptu nym sujana didampingi para panit binmas dan bhabinkamtibas kel dangin puri aiptu nym yoga semadi menyerahkan sarana kontak sarkon kepada taruna teruni stt kerta budi luhur br kayumas ds dangin puri sore https t co xexzhf y s,denpasar kanit binmas polsek dentim iptu nym sujana didampingi panit binmas bhabinkamtibas kel dangin puri aiptu nym yoga semadi menyerahkan sarana kontak sarkon taruna teruni stt kerta budi luhur br kayumas ds dangin puri sore https t co xexzhf y s,denpasar kanit binmas polsek dentim iptu nym sujana damping panit binmas bhabinkamtibas kel dangin puri aiptu nym yoga semadi serah sarana kontak sarkon taruna uni stt kerta budi luhur br kayumas ds dangin puri sore https t co xexzhf y s,neg,neg
2022-07-30 11:08:37,"Pertama di Indonesia, Universitas Budi Luhur Buka Prodi S1 Manajemen Bencana https://t.co/aTIpte3G4w",pertama di indonesia universitas budi luhur buka prodi s manajemen bencana https t co atipte g w,indonesia universitas budi luhur buka prodi s manajemen bencana https t co atipte g w,indonesia universitas budi luhur buka prodi s manajemen bencana https t co atipte g w,neg,neg
2022-07-30 09:55:55,"Kok ada ya orang yang cerdas, luhur budi pekerti, pemberani juga kuat layaknya hidup di tahun 1980",kok ada ya orang yang cerdas luhur budi pekerti pemberani juga kuat layaknya hidup di tahun ,cerdas luhur budi pekerti pemberani kuat layaknya,cerdas luhur budi pekerti berani kuat layak,neg,pos
2022-07-30 09:47:26,BDL ini berarti...  Budi Luhur kan ya?  https://t.co/3dLQLdCCcE https://t.co/Jai02NasPO,bdl ini berarti budi luhur kan ya https t co dlqldccce https t co jai naspo,bdl budi luhur https t co dlqldccce https t co jai naspo,bdl budi luhur https t co dlqldccce https t co jai naspo,neg,neg
2022-07-30 08:40:13,YPBH: Lestarikan Karakter dan Budi Luhur Bung Hatta https://t.co/TeJ59BczES,ypbh lestarikan karakter dan budi luhur bung hatta https t co tej bczes,ypbh lestarikan karakter budi luhur hatta https t co tej bczes,ypbh lestari karakter budi luhur hatta https t co tej bczes,pos,neg
2022-07-30 05:05:22,@bintangbrams @ezash “Karena generasi sekarang sudah kehilangan budi pekerti luhur” cocot boomers di acara fgd🙏🏻,karena generasi sekarang sudah kehilangan budi pekerti luhur cocot boomers di acara fgd,generasi kehilangan budi pekerti luhur cocot boomers fgd,generasi hilang budi pekerti luhur cocot boomers fgd,neg,neg
2022-07-30 04:45:29,@ide2nesia @gundala2221 @JudahLion188 @KonsultanKorups @herryjanto70 @19megaman Makin SEHAT AKAL maka makin TINGGI JUJUR dan JUJUR itu penentu no-1: Seberapa mampukah aku menjalankan hidup menuju LUHUR JIWA &amp  TINGGI BUDAYA❓  PUBLIK: Kenapa JIWA-KU kesulitan memiliki JUJUR❓  JUJUR selain sulit DIMILIKI juga sulit di-DEFINISI-kan. https://t.co/tnmhrMPnXf,makin sehat akal maka makin tinggi jujur dan jujur itu penentu no seberapa mampukah aku menjalankan hidup menuju luhur jiwa amp tinggi budaya publik kenapa jiwa ku kesulitan memiliki jujur jujur selain sulit dimiliki juga sulit di definisi kan https t co tnmhrmpnxf,sehat akal jujur jujur penentu menjalankan luhur jiwa amp budaya publik jiwa ku kesulitan jujur jujur sulit dimiliki sulit definisi https t co tnmhrmpnxf,sehat akal jujur jujur tentu jalan luhur jiwa amp budaya publik jiwa ku sulit jujur jujur sulit milik sulit definisi https t co tnmhrmpnxf,pos,pos
2022-07-30 03:59:21,"Pemerintah Kalurahan Wukirsari tingkatkan kapasitas Pamong dengan Internalisasi Budaya Pemerintahan SATRIYA (Selaras, Akal budi luhur, Teladan-keteladanan, Rela Melayani, Inovatif, Yakin dan percaya diri, dan Ahli-profesional) sehingga bisa diterapkan dalam menjalankan roda https://t.co/7VeGCRQuwn",pemerintah kalurahan wukirsari tingkatkan kapasitas pamong dengan internalisasi budaya pemerintahan satriya selaras akal budi luhur teladan keteladanan rela melayani inovatif yakin dan percaya diri dan ahli profesional sehingga bisa diterapkan dalam menjalankan roda https t co vegcrquwn,pemerintah kalurahan wukirsari tingkatkan kapasitas pamong internalisasi budaya pemerintahan satriya selaras akal budi luhur teladan keteladanan rela melayani inovatif percaya ahli profesional diterapkan menjalankan roda https t co vegcrquwn,perintah kalurahan wukirsari tingkat kapasitas pamong internalisasi budaya perintah satriya selaras akal budi luhur teladan teladan rela layan inovatif percaya ahli profesional terap jalan roda https t co vegcrquwn,pos,pos
2022-07-30 00:03:59,"Cantik, cerdas, terpelajar, kemungkinan besar baik hati...  Semakin menghormati 🙏  Dari dulu, dlm kondisi rasa seperti ini sll tembok baja, memberi tapi melarang diri menerima apapun. Agar rasa tetap abadi ada di ketinggian.  Tetap berkelas.   Sudah program dari sananya.  🙏🙏🙏",cantik cerdas terpelajar kemungkinan besar baik hati semakin menghormati dari dulu dlm kondisi rasa seperti ini sll tembok baja memberi tapi melarang diri menerima apapun agar rasa tetap abadi ada di ketinggian tetap berkelas sudah program dari sananya ,cantik cerdas terpelajar hati menghormati dlm sll tembok baja melarang apapun abadi ketinggian berkelas sananya,cantik cerdas ajar hati hormat dlm sll tembok baja larang apa abadi tinggi kelas sana,neg,pos
2022-07-29 21:00:15,Rehab Sedang/Berat Panti Asuhan  Budi Luhur Takengon https://t.co/DbKHyFoNNn,rehab sedang berat panti asuhan budi luhur takengon https t co dbkhyfonnn,rehab panti asuhan budi luhur takengon https t co dbkhyfonnn,rehab panti asuh budi luhur takengon https t co dbkhyfonnn,pos,neg
2022-07-29 17:02:17,Just posted a photo @ Universitas Budi Luhur https://t.co/b7lRsCgAKj,just posted a photo universitas budi luhur https t co b lrscgakj,just posted photo universitas budi luhur https t co lrscgakj,just posted photo universitas budi luhur https t co lrscgakj,neg,neg
2022-07-29 15:28:32,Ada yg masuk univ. Budi luhur kaloo adaa chatt Yaa beda jurusan juga gpp itung-itung Nambah temen.,ada yg masuk univ budi luhur kaloo adaa chatt yaa beda jurusan juga gpp itung itung nambah temen,univ budi luhur kaloo adaa chatt yaa beda jurusan gpp itung itung nambah temen,univ budi luhur kaloo adaa chatt yaa beda jurus gpp itung itung nambah temen,neg,neg
2022-07-29 10:29:35,@mysoobiniee wahh apakah ada yang bisa berubah jadi lebih mudah untuk di kenang budi luhur yang tidak bisa diubah pada hari kiamat nanti aku akan tetap ada yang bisanya cuma nyakitin kamu tidak pernah merasa puas dan yang lainnya juga ga ada pulsa buat unit yeonbin dengan orang,wahh apakah ada yang bisa berubah jadi lebih mudah untuk di kenang budi luhur yang tidak bisa diubah pada hari kiamat nanti aku akan tetap ada yang bisanya cuma nyakitin kamu tidak pernah merasa puas dan yang lainnya juga ga ada pulsa buat unit yeonbin dengan orang,wahh berubah mudah kenang budi luhur diubah kiamat bisanya nyakitin puas ga pulsa unit yeonbin,wahh ubah mudah kenang budi luhur ubah kiamat bisa nyakitin puas ga pulsa unit yeonbin,neg,pos
2022-07-29 09:05:19,1261 • pembayaran tes kesehatan UPNVJ UPN Veteran Jakarta 1262 • jasa titip bayar Poltekkes BSI Bhakti Setya Indonesia 1263 • jastip pendaftaran PTS UBL Universitas Budi Luhur 1264 • formulir pendaftaran PTS USD Universitas Sanata Dharma https://t.co/P68uY36qus, pembayaran tes kesehatan upnvj upn veteran jakarta jasa titip bayar poltekkes bsi bhakti setya indonesia jastip pendaftaran pts ubl universitas budi luhur formulir pendaftaran pts usd universitas sanata dharma https t co p uy qus,pembayaran tes kesehatan upnvj upn veteran jakarta jasa titip bayar poltekkes bsi bhakti setya indonesia jastip pendaftaran pts ubl universitas budi luhur formulir pendaftaran pts usd universitas sanata dharma https t co p uy qus,bayar tes sehat upnvj upn veteran jakarta jasa titip bayar poltekkes bsi bhakti setya indonesia jastip daftar pts ubl universitas budi luhur formulir daftar pts usd universitas sanata dharma https t co p uy qus,neg,pos
2022-07-29 08:16:00,yup. Ada manusia sebaik² manusia yg diutus utk menyempurnakan akhlak budi pekerti yg luhur.  Shallu'Alannabiyy,yup ada manusia sebaik² manusia yg diutus utk menyempurnakan akhlak budi pekerti yg luhur shallu alannabiyy,yup manusia sebaik² manusia diutus menyempurnakan akhlak budi pekerti luhur shallu alannabiyy,yup manusia baik manusia utus sempurna akhlak budi pekerti luhur shallu alannabiyy,pos,pos
2022-07-29 08:05:16,HARAPAN dan DOA haruslah ADIL supaya HAK  ITU ajaran AKAL SEHAT yaitu AKAL yang mampu kendalikan NAFSU menuju JIWA LUHUR selamat bahagia bersama masyarakat. Pemilik AKAL LEMAH pasti gagal kendalikan NAFSU maka bergerak bikin keadaan asal-enak asal-menang lalu jadi JIWA HINA. 😭,harapan dan doa haruslah adil supaya hak itu ajaran akal sehat yaitu akal yang mampu kendalikan nafsu menuju jiwa luhur selamat bahagia bersama masyarakat pemilik akal lemah pasti gagal kendalikan nafsu maka bergerak bikin keadaan asal enak asal menang lalu jadi jiwa hina ,harapan doa adil hak ajaran akal sehat akal kendalikan nafsu jiwa luhur selamat bahagia masyarakat pemilik akal lemah gagal kendalikan nafsu bergerak enak menang jiwa hina,harap doa adil hak ajar akal sehat akal kendali nafsu jiwa luhur selamat bahagia masyarakat milik akal lemah gagal kendali nafsu gerak enak menang jiwa hina,pos,pos
2022-07-29 07:42:31,Just posted a photo @ Universitas Budi Luhur https://t.co/zNWpfkpcBl,just posted a photo universitas budi luhur https t co znwpfkpcbl,just posted photo universitas budi luhur https t co znwpfkpcbl,just posted photo universitas budi luhur https t co znwpfkpcbl,neg,neg
2022-07-29 05:02:35,"JIWA digerakkan oleh NAFSU yang dikendalikan AKAL menuju LUHUR. Hanya AKAL SEHAT mampu kendalikan NAFSU, maka hanya AKAL SEHAT mampu pakai AYAT AGAMA untuk meninggikan KELUHURAN JIWA.  AKAL LEMAH tak mampu kendalikan NAFSU menuju LUHUR, maka JIWA menuju HINA bersama AYAT AGAMA.🆘",jiwa digerakkan oleh nafsu yang dikendalikan akal menuju luhur hanya akal sehat mampu kendalikan nafsu maka hanya akal sehat mampu pakai ayat agama untuk meninggikan keluhuran jiwa akal lemah tak mampu kendalikan nafsu menuju luhur maka jiwa menuju hina bersama ayat agama ,jiwa digerakkan nafsu dikendalikan akal luhur akal sehat kendalikan nafsu akal sehat pakai ayat agama meninggikan keluhuran jiwa akal lemah kendalikan nafsu luhur jiwa hina ayat agama,jiwa gerak nafsu kendali akal luhur akal sehat kendali nafsu akal sehat pakai ayat agama tinggi luhur jiwa akal lemah kendali nafsu luhur jiwa hina ayat agama,neg,pos
2022-07-29 04:46:27,"Luhur budi pekerti, unggul dalam prestasi, berwawasan lingkungan, sukses dalam era globalisasi *tepuk tangan* *bangga* *lalu tiap blio masuk ada yg ultah kita semua nyanyi lagu ulang tahun* 🥲✋",luhur budi pekerti unggul dalam prestasi berwawasan lingkungan sukses dalam era globalisasi tepuk tangan bangga lalu tiap blio masuk ada yg ultah kita semua nyanyi lagu ulang tahun ,luhur budi pekerti unggul prestasi berwawasan lingkungan sukses era globalisasi tepuk tangan bangga blio ultah nyanyi lagu ulang,luhur budi pekerti unggul prestasi wawas lingkung sukses era globalisasi tepuk tangan bangga blio ultah nyanyi lagu ulang,pos,pos
2022-07-29 04:12:07,~ BUDI LUHUR KERIS EXPO 2022 ~ https://t.co/OfYDMonQVo,budi luhur keris expo https t co ofydmonqvo,budi luhur keris expo https t co ofydmonqvo,budi luhur keris expo https t co ofydmonqvo,neg,neg
2022-07-28 23:36:49,Menghibur sekaligus mengedukasi adalah inti dari bacaan anak jenjang Pendidikan Dasar ini.  PETUAH DALAM KISAH sebuah buku pengayaan yang sarat makna tentang ajaran budi pekerti luhur.   dari Blitar untuk Indonesia https://t.co/KuiRlmlJ3x,menghibur sekaligus mengedukasi adalah inti dari bacaan anak jenjang pendidikan dasar ini petuah dalam kisah sebuah buku pengayaan yang sarat makna tentang ajaran budi pekerti luhur dari blitar untuk indonesia https t co kuirlmlj x,menghibur mengedukasi inti bacaan anak jenjang pendidikan dasar petuah kisah buku pengayaan sarat makna ajaran budi pekerti luhur blitar indonesia https t co kuirlmlj x,hibur edukasi inti baca anak jenjang didik dasar petuah kisah buku kaya sarat makna ajar budi pekerti luhur blitar indonesia https t co kuirlmlj x,pos,pos
2022-07-28 17:32:37,"definisi kebatinan adalah sumber asas dan sila Ketuhanan Yang Maha Esa, untuk mencapai budi luhur, guna kesempurnaan hidup. Sentralitas manusia sebagai tolak ukur segala sesuatu terlihat jelas pada kedua definisi di atas. Definisi pertama menegaskan bahwa tujuan akhir segala",definisi kebatinan adalah sumber asas dan sila ketuhanan yang maha esa untuk mencapai budi luhur guna kesempurnaan hidup sentralitas manusia sebagai tolak ukur segala sesuatu terlihat jelas pada kedua definisi di atas definisi pertama menegaskan bahwa tujuan akhir segala,definisi kebatinan asas sila ketuhanan maha esa budi luhur kesempurnaan sentralitas manusia tolak ukur definisi definisi tujuan,definisi batin asas sila tuhan maha esa budi luhur sempurna sentralitas manusia tolak ukur definisi definisi tuju,pos,pos
2022-07-28 15:37:35,Just posted a photo @ Universitas Budi Luhur https://t.co/LtXhFmKQ95,just posted a photo universitas budi luhur https t co ltxhfmkq ,just posted photo universitas budi luhur https t co ltxhfmkq,just posted photo universitas budi luhur https t co ltxhfmkq,neg,neg
2022-07-28 14:43:33,"@sberrycheesec Halok guee juga maba Budi luhur tapii bedaa jurusan, nahh temen temen guee bikin grup antar jurusan Lo mau masukk gkkk",halok guee juga maba budi luhur tapii bedaa jurusan nahh temen temen guee bikin grup antar jurusan lo mau masukk gkkk,halok guee maba budi luhur tapii bedaa jurusan nahh temen temen guee grup jurusan masukk gkkk,halok guee maba budi luhur tapi bedaa jurus nahh temen temen guee grup jurus masukk gkkk,neg,neg
2022-07-28 14:41:44,@aesthusias @jaemiiniieee @Askrlfess Ehh loo naks Budi luhur?,ehh loo naks budi luhur,ehh loo naks budi luhur,ehh loo naks budi luhur,neg,neg
2022-07-28 14:40:17,"@fauzanfess Gueee, yg maba Budi luhur bisaa dm guee yaaa biar masuk grup itung itung nambah temen walaupun beda jurusan sihh hehe",gueee yg maba budi luhur bisaa dm guee yaaa biar masuk grup itung itung nambah temen walaupun beda jurusan sihh hehe,gueee maba budi luhur bisaa dm guee yaaa biar grup itung itung nambah temen beda jurusan sihh hehe,gueee maba budi luhur bisaa dm guee yaaa biar grup itung itung nambah temen beda jurus sihh hehe,neg,pos
2022-07-28 13:43:43,Just posted a photo @ Universitas Budi Luhur https://t.co/Ao4Iurlmni,just posted a photo universitas budi luhur https t co ao iurlmni,just posted photo universitas budi luhur https t co ao iurlmni,just posted photo universitas budi luhur https t co ao iurlmni,neg,neg
2022-07-28 12:47:39,@inuuupi kren amat budi luhur,kren amat budi luhur,kren budi luhur,kren budi luhur,neg,neg
2022-07-28 12:27:24,mercu apa budi luhur,mercu apa budi luhur,mercu budi luhur,mercu budi luhur,neg,neg
2022-07-28 07:46:28,"Baru tau ada jurusan Telekomunikasi. Setauku adanya Teknik Telekomunikasi. Ada S1 Teknik Telekomunikasi &amp  bisa ekstensi D3 ke S1 di UPI, UI, TelU, ITB, Budi Luhur, sama ITERA.  Di ITS ada Teknik Telekomunikasi tapi krn jurusan baru lahir Mei 2022 ini jadi belum menerima ekstensi.",baru tau ada jurusan telekomunikasi setauku adanya teknik telekomunikasi ada s teknik telekomunikasi amp bisa ekstensi d ke s di upi ui telu itb budi luhur sama itera di its ada teknik telekomunikasi tapi krn jurusan baru lahir mei ini jadi belum menerima ekstensi,tau jurusan telekomunikasi setauku teknik telekomunikasi s teknik telekomunikasi amp ekstensi d s upi ui telu itb budi luhur itera its teknik telekomunikasi krn jurusan lahir mei ekstensi,tau jurus telekomunikasi tau teknik telekomunikasi s teknik telekomunikasi amp ekstensi d s upi ui telu itb budi luhur itera its teknik telekomunikasi krn jurus lahir mei ekstensi,neg,neg
2022-07-28 05:45:02,Ptn! Naks Universitas budiluhur angkatan 22 rep dong kawan,ptn naks universitas budiluhur angkatan rep dong kawan,ptn naks universitas budiluhur angkatan rep kawan,ptn naks universitas budiluhur angkat rep kawan,pos,neg
2022-07-28 03:00:21,"⚜Satya Dharma Bakti Nusantara⚜ ⚜Luhur Budi Bawa Laksana Abdi Nusa Bangsa⚜   -- Best regards, Pramuka Universitas Gadjah Mada Jl. Yacaranda Perum. Dosen Flat A2, Blimbingsari, Caturtunggal, Depok, Sleman, Daerah Istimewa Yogyakarta https://t.co/XwysytqMV8",satya dharma bakti nusantara luhur budi bawa laksana abdi nusa bangsa best regards pramuka universitas gadjah mada jl yacaranda perum dosen flat a blimbingsari caturtunggal depok sleman daerah istimewa yogyakarta https t co xwysytqmv ,satya dharma bakti nusantara luhur budi bawa laksana abdi nusa bangsa best regards pramuka universitas gadjah mada jl yacaranda perum dosen flat blimbingsari caturtunggal depok sleman daerah istimewa yogyakarta https t co xwysytqmv,satya dharma bakti nusantara luhur budi bawa laksana abdi nusa bangsa best regards pramuka universitas gadjah mada jl yacaranda perum dosen flat blimbingsari caturtunggal depok sleman daerah istimewa yogyakarta https t co xwysytqmv,pos,neg
2022-07-28 00:38:00,"@snihyamitvayi @lail_91 @agung_syah2 @ventableu @jerangkah gamau ngatain tapi tolol bgt si mas kafir ini wkwkwk🙏  agama emang ngajarin kita untuk bisa budi luhur, saling toleransi, tapi gaada satupun agama yg memperbolehkan umatnya dari tindakan seperti itu, lgbt. setau gw sih gitu ya",gamau ngatain tapi tolol bgt si mas kafir ini wkwkwk agama emang ngajarin kita untuk bisa budi luhur saling toleransi tapi gaada satupun agama yg memperbolehkan umatnya dari tindakan seperti itu lgbt setau gw sih gitu ya,gamau ngatain tolol kafir wkwkwk agama ngajarin budi luhur toleransi gaada satupun agama memperbolehkan umatnya tindakan lgbt setau gw,gamau ngatain tolol kafir wkwkwk agama ngajarin budi luhur toleransi gaada satu agama boleh umat tindak lgbt tau gw,neg,neg
2022-07-27 14:45:24,"@Askrlfess Kalo gue sih kasi ijin, karena dia adalah ibu dari anak2 gue dan gue sebagai suaminya kelak insyAllah akan bantuin dia sepenuh hati gue. Alasannya, karena gue pengin ibu dr anak2 gue itu bisa mengayomi anak2 gue sehingga mereka bs jadi anak yg punya Budi pekerti luhur",kalo gue sih kasi ijin karena dia adalah ibu dari anak gue dan gue sebagai suaminya kelak insyallah akan bantuin dia sepenuh hati gue alasannya karena gue pengin ibu dr anak gue itu bisa mengayomi anak gue sehingga mereka bs jadi anak yg punya budi pekerti luhur,kasi ijin anak suaminya kelak insyallah bantuin sepenuh hati alasannya pengin anak mengayomi anak anak budi pekerti luhur,kasi ijin anak suami kelak insyallah bantuin sepenuh hati alas pengin anak ayom anak anak budi pekerti luhur,neg,neg
2022-07-27 12:38:19,@fyasiapaya @collegemenfess Harusnya Budi luhur sih soalnya daftar nya isinya  swasta semua GK sih,harusnya budi luhur sih soalnya daftar nya isinya swasta semua gk sih,budi luhur daftar isinya swasta gk,budi luhur daftar isi swasta gk,neg,neg
2022-07-27 10:22:54,@TansuYegen Cantik 🙏🙏🙏,cantik ,cantik,cantik,neg,pos
2022-07-27 10:22:43,"2. Bertempat di ruang kelas, kegiatan belajar dilaksanakan mulai pukul 09.00 hingga 12.00 WIB. Anak didik yang mengikuti pembelajaran daring kali ini merupakan siswa kelas X dan XI, pada kesempatan ini diampu oleh satu orang pengajar dari SMA Budi Luhur. https://t.co/RG55uV2ufj", bertempat di ruang kelas kegiatan belajar dilaksanakan mulai pukul hingga wib anak didik yang mengikuti pembelajaran daring kali ini merupakan siswa kelas x dan xi pada kesempatan ini diampu oleh satu orang pengajar dari sma budi luhur https t co rg uv ufj,bertempat kelas belajar dilaksanakan anak didik mengikuti pembelajaran daring siswa kelas x xi diampu pengajar sma budi luhur https t co rg uv ufj,tempat kelas ajar laksana anak didik ikut ajar daring siswa kelas x xi ampu ajar sma budi luhur https t co rg uv ufj,neg,pos
